name,image_url,description,cuisine,course,diet,ingredients,instructions,calories,carbs,protein,fiber
Vegetable Jowar Upma,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Hina_Gujral/Vegetable_Jowar_Upma_Recipe_Gluten_Free_Diet_edited.jpg,"The Vegetable Jowar Upma Recipe is made from sorghum pearls that are stir-fried along with seasonal vegetables, and flavored with garlic, peppers and vegetable stock. Jowar is one of the five top cereal crops in the world rich in protein, iron, and fibre. Jowar also has great antioxidants properties and is also gluten-free, hence making this Jowar Vegetable Upma a great choice for gluten free diets.",South Indian Recipes,South Indian Breakfast,Vegetarian,"

							 		2 cup Jowar Seeds 

							 		1 Onion							 		, finely chopped							 	

							 		1 Carrot (Gajjar)							 		, finely chopped							 	

							 		1/4 cup Sweet corn							 		, (optional)							 	

							 		1/4 cup Green peas (Matar) 

							 		2 tablespoons Roasted Peanuts (Moongphali) 

							 		1 inch Ginger							 		, grated							 	

							 		2 cloves Garlic							 		, crushed							 	

							 		2 Green Chillies							 		, slit or chopped							 	

							 		2 teaspoons Lemon juice 

							 		1/2 teaspoon Turmeric powder (Haldi) 

Salt							 		, as per taste							 	

							 		2 teaspoons Black pepper powder 

							 		2 tablespoons Extra Virgin Olive Oil 

							 		4 cups Vegetable stock							 		, or water							 	

Coriander (Dhania) Leaves							 		, small bunch, finely chopped							 	
","To prepare Vegetable Jowar Upma Recipe, wash and soak Jowar pearls overnight or for at least 6 - 7 hours in water. Jowar is a millet that takes a long time to cook, so it is important to soak it.Once the Jowar is soaked, drain the excess water. Place the Jowar into the pressure cooker along with 4 cups of vegetable stock or water and salt.Pressure cook for one whistle, turn the heat to low and simmer for about 10 minutes and turn off the heat.Â After 10 minutesÂ turn offÂ the heat and allow the pressure to release naturally. The Jowar will continue to cook in the pressure that exists in the cooker.Open the lid of the pressure cooker, you will see the jowar pearls have chewy texture in comparison to other grains. So you will notice them begin hard. If you like it to be softer, you will need to add a little more water and allow it to cook through for some more time.In the next step, steam the vegetables and keep them ready. See the video of how to steam vegetables in a pressure cooker.Our next step is the make the upma.Heat oil in a saucepan over medium heat and saute the chopped onion, garlic and ginger for a couple of minutes until it is soft. Once the onion turns translucent, add the peanuts and saute for another couple of minutes.Next add the steamed vegetables, turmeric powder, jowar, salt and black pepper. Adjust the seasonings to suit your taste. Cover the pan with a tight fitting lid, reduce the heat to low and let Jowar Upma cook for about 5 minutes.Turn off the heat and drizzle lemon juice over upma. Garnish with chopped coriander leaves and serve hot.Â ServeÂ Vegetable Jowar Upma Recipe along withÂ Andhra Style Peanut Chutney Recipe With TomatoesÂ and a glass of freshly squeezed fruit juice.",150,35.586,4.5048,7.0334
Millet Upma,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Foxtail_Millet_Upma_Recipe_video_4_1600.jpg,"Foxtail Millet Upma Recipe is a wholesome breakfast or dinner dish that can be made with just a few ingredients. With a little bit of planning by having vegetables chopped the previous night, preparing this dish in the morning for the family gives me a sense of satisfaction.",South Indian Recipes,South Indian Breakfast,Vegetarian,"

							 		1 teaspoon Sesame (Gingelly) Oil 

							 		1/4 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1 teaspoon White Urad Dal (Split) 

							 		2 sprig Curry leaves							 		, finely chopped							 	

							 		1 Green Chilli 

							 		1 Dry Red Chilli 

							 		1/2 cup Onion							 		, finely chopped							 	

							 		1 inch Ginger							 		, finely chopped							 	

							 		1/4 teaspoon Turmeric powder (Haldi) 

							 		1/4 cup Carrot (Gajjar)							 		, finely chopped							 	

							 		1/4 cup Green beans							 		, finely chopped							 	

							 		1 cup Foxtail Millet 

							 		1 Lemon							 		, salt to taste							 	

							 		2 tablespoons Coriander (Dhania) Leaves							 		, juice from one lemon							 	

							 		1 tablespoon Ghee 
","To begin making the Foxtail Millet Upma, heat oil in a pressure cooker over medium heat; add mustard seeds and split urad dal and allow it to crackle. Allow the urad dal to turn golden brown and crisp.Once the dal is golden brown, add the green chilli and red chilli and saute for a few seconds.Add the onion, ginger and saute until the onions soften.Â  Once the onion softens, add the curry leaves, turmeric powder, beans, carrots, foxtail millet, salt and 2-1/2Â  cups of water.Cover the pressure cooker and pressure cook the millet upma for 5 to 6 whistles and simmer for 5 minutes and turn off the heat. Allow the pressure to release naturallyOnce the pressure releases, give it a gentle stir. Squeeze in the juice from one lemon and stir in the chopped coriander leaves.Â ServeÂ Foxtail Millet Upma RecipeÂ along withÂ Tomato Onion Chutney RecipeÂ orÂ coconut chutneyÂ andÂ  South Indian Filter Coffee Â for a wholesome breakfast.",164,44.29757292,5.889409375,11.64979167
Mini Rava Idli With Tomato Chutney,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Akansha_Bansal/Rava_Idli_Recipe.jpg,"Mini Rava Idli with Tomato Chutney recipe is delicious and you get spongy soft and so flavorful idlis. For this yummy rava idli, i also made tomato chutney which will go hand in hand with the dish. You can add few cashew nut to the batter to give a nice crunch to the dish.Â ",South Indian Recipes,South Indian Breakfast,Vegetarian,"
For Rava Idli Batter

							 		1 cup Sooji (Semolina/ Rava) 

							 		3 tablespoon Hung Curd (Greek Yogurt) 

Lukewarm Water							 		, for the batter							 	

							 		1 teaspoon Coriander (Dhania) Leaves							 		, chopped							 	

Oil							 		, to grease the mould							 	
For the Tomato Chutney

							 		1 Tomato							 		, chopped							 	

							 		2 cloves Garlic							 		, chopped							 	

							 		1/2 inch Ginger							 		, chopped							 	

Salt							 		, to taste							 	

							 		1/2 teaspoon Black pepper powder 

							 		1 teaspoon Oil 
","To begin with, the mini rava idli with tomato chutney recipe, Start by preparing the rava idli batter which is one part rava, curd, and two parts water add salt to season and keep it aside.Now for the tomato chutney in a blender add tomatoes, garlic, and ginger, grind them to a fine puree and keep them aside.Pulse together tomatoes,ginger,garlic to form a smooth purÃ©e.Take a small pan and heat oil to a medium high and add the tomato puree to it and sauteÂ it for few minutes until it's cooked and oil oozes from outside.Now let's start making the mini idli, grease the mould generously with oil and pour in the batter(as a measure about a teaspoon of batter went to make one idli)Place the idliÂ mould inside a cooker or an idli cooker and steam it for 10 minutes and check if a toothpick dipped in comes out clean.Serve the Mini Rava Idli with Tomato Chutney for breakfast with a cup of filter coffee and other chutneys likeÂ Kadale Chutney (Fried Gram Chutney) RecipeÂ orÂ Chammanthi Chutney Recipe (Coconut And Onion Chutney).",167,30.9012,5.5771875,2.9731875
Makai Ka Cheela ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Makkai_Ka_Chilla_Recipe_Sweet_Corn_Savory_Crepes.jpg,"Make this delicious and instant Makai Ka Cheela Recipe that is packed with flavors from green chillies, onions and coriander leaves. Serve this delicious Cheela with dhaniya pudina chutney and a cup of filter coffee for breakfast or evening for an afterschool snack.",North Indian Recipes,North Indian Breakfast,Vegetarian,"

							 		2 cups Sweet corn 

							 		3 tablespoons Gram flour (besan) 

							 		1 Onion							 		, finely chopped							 	

							 		2 Green Chillies							 		, finely chopped							 	

							 		1 teaspoon Ginger							 		, grated							 	

Coriander (Dhania) Leaves							 		, a small bunch finely chopped							 	

Oil							 		, for making chillas							 	

Salt							 		, to taste							 	
","To begin making MakaiÂ Ka Cheela Recipe,Â peel the corn sheath, separate the corn kernels from the cob and keep aside.Â Now, make a coarse mixture of the sweet corn/ makai using a mixer and transfer it in a bowl.Into the bowl, add the besan, chopped onion, green chilli, grated ginger, season with salt.Mix everything adding little water at a time - the consistency of the Makai ka cheela batter should be a little thick.Now heat a skillet on medium flame, brush it with a little oil, pour a ladle full of the prepared Makai Ka Cheela mixture, spread it as your would spread a dosa and let it cook for a minute.Once the bottom of the cheela till it turns a little brown, flip over and cook the other side for another minute.Serve the cooked Makai ka cheela in a plate and proceed to prepare cheelas with the remaining batter.Serve Makai Ka CheelaÂ along withÂ Dhaniya Pudina ChutneyÂ &Â Filter CoffeeÂ for breakfast or as an afterÂ school snacks for kids.",173,40.298,5.7036,8.0032
Lauki Paratha,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Lauki_Paratha_Recipe_Bottle_Gourd_Flatbread.jpg,"Lauki Paratha is an interesting way to cook lauki or bottle gourd. Lauki is usually not preferred by many, but this recipe will change the way its looked. It is mildly spiced with indian spices making it further more delicious. These parathas are prepared using whole wheat flour, however you can even replace it with kuttu ka atta or buckwheat flour to make dough during the Navratri fasts.",North Indian Recipes,North Indian Breakfast,Vegetarian,"

							 		1 Bottle gourd (lauki)							 		, peeled and grated							 	

							 		2 cups Whole Wheat Flour 

							 		1 Green Chilli							 		, finely chopped							 	

							 		1 teaspoon Ajwain (Carom seeds) 

							 		2 teaspoon Ginger							 		, grated							 	

							 		1/2 teaspoon Red Chilli powder 

							 		1/2 teaspoon Garam masala powder 

							 		1 tablespoon Ghee							 		, for smearing on parathas							 	

Salt							 		, to taste							 	
","To begin making the Lauki Paratha Recipe, peel the outer layer of the lauki, grate and squeeze the excess water and keep aside.Heat a heavy bottomed pan, add the grated lauki and saute until the water completely evaporates from the lauki. This will take around 10 to 15 minutes.Take a big bowl, add the whole wheat flour, evaporated grated lauki, green chilli, grated ginger, all the spice powders, season with salt and make a soft dough using the required amount of water.Divide the dough in equal portions and roll out each ball into a thick medium size paratha.Heat a skillet on medium heat, and place the rolled paratha on top and allow it to cook on one side. After about 10 to 15 seconds, flip the paratha.Smear some ghee to cook the paratha on both the sides Cook until you see golden brown spots on both sides.Prepare the rest of the Parathas in a similar way and serve hot.Â ServeÂ Lauki ParathaÂ along withÂ Boondi RaitaÂ andÂ Aam Ka AchaarÂ for breakfast or for light dinner.",173,40.32914239,9.042415104,13.00004829
Vegetable Rava Upma ,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/Vegetable_Rava_Upma_Sooji_Upma_Recipe_Video_6_1600.jpg,Vegetable Rava Upma is a traditional south Indian breakfast dish that is made from semolina and cooked along with vegetables and seasonings. This dish is popularly called as Khara Bath in Karnataka. At home we love to serve it along with a hot cup of freshly brewed filter coffee to make a complete breakfast with some fresh fruits on the side.,South Indian Recipes,South Indian Breakfast,Vegetarian,"

							 		1 cup Sooji (Semolina/ Rava) 

							 		1 Onion							 		, finely chopped							 	

							 		1 inch Ginger							 		, finely chopped							 	

							 		2 Green Chillies							 		, finely chopped							 	

							 		1 sprig Curry leaves							 		, finely chopped							 	

							 		1 Carrot (Gajjar)							 		, finely chopped							 	

							 		1/2 cup Green beans (French Beans)							 		, finely chopped							 	

							 		1/2 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1 teaspoon White Urad Dal (Split) 

							 		1/4 teaspoon Asafoetida (hing) 

							 		1 teaspoon Oil							 		, for cooking							 	

							 		3 tablespoons Ghee 

							 		1 Lemon							 		, juice extracted							 	

							 		1/2 teaspoon Sugar 

Salt							 		, to taste							 	
","To begin making the Vegetable Rava Upma Recipe/ Sooji Upma, prep all the ingredients and keep aside.In a saucepan; boil 3 cups of water along with salt and a dash of sugar and set aside. Add the vegetables to this water and cook it until the sooji/rava gets roasted.Heat oil in heavy bottomed pan on medium heat; add mustard seeds, half urad dal seeds and allow it to crackle and the dal to turn golden brown and crisp.Stir in the onions, ginger, asafoetida, curry leaves and green chilies and sauté until onions are tender.Stir in the semolina and roast along with the onion mixture until you get the light roasted aroma.Gradually pour the hot water into the above mixture and continue to stir in the process. Turn the heat to low, cover the pan and allow the Rava Upma to cook and steam in the heat.Keep stirring occasionally to avoid lumps. This will take about 10 minutes.Finally stir in the ghee and lemon juice and sauté for a couple of minutes on low heat until all the ingredients are well combined. The ghee enhances the flavour of the Rava Upma/ Sooji Upma.Serve Vegetable Rava Upma Recipe along with Coconut Chutney and South Indian Filter Coffee Recipe With Filter Coffee Powder for a complete south Indian Breakfast.",176,41.6547,6.05015,8.7014
Aloo Masala Puri,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Waagmi_Soni/aloo_masala_puri.jpg,"A perfect combination to enjoy this crispy, and delicious flavour of puffed Puris with any pickle or sabji. Aloo Masala Puri is a very popular Indian breakfast dish. They are more delicious when they are served hot, it's easy to make and they are tummy filling breakfast.",North Indian Recipes,North Indian Breakfast,Vegetarian,"

							 		1 Potato (Aloo)							 		, boiled and mashed							 	

							 		1 cup Whole Wheat Flour 

							 		1/4 teaspoon Asafoetida (hing) 

							 		1/4 teaspoon Ajwain (Carom seeds) 

							 		1/4 teaspoon Coriander Powder (Dhania) 

							 		1/4 teaspoon Turmeric powder (Haldi) 

							 		1/4 teaspoon Red Chilli powder 

							 		1/4 teaspoon Fennel seeds (Saunf) 

							 		1/4 teaspoon Sesame seeds (Til seeds) 

							 		1 tablespoon Oil 

Salt							 		, to taste							 	

							 		1 tablespoon Coriander (Dhania) Leaves							 		, finely chopped							 	

Oil							 		, for deep frying							 	
","To begin making the Aloo Masala Puri recipe, firstly add wheat flour to mashed potato along with red chili powder, coriander powder, asafoetida, turmeric powder, carom seeds, fennel seeds, sesame seeds, coriander leaves, salt and oil.Mix them well and add water so as to form a dough. Keep it aside for few minutes.Make small round balls of this dough and roll them in the form of a Puri.Apply oil on the rolling pin and rolling board and carefully roll them in to Puri.Fry them in a deep fry pan and it is ready to be served.Serve Aloo Masala Puri with Aam Ka Achaar and Lauki Raita for breakfast or lunch.",178,40.025,4.9865,6.568
Mysore Masala Dosa ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Mysore_Masala_Dosa_Recipe.jpg,"Mysore Masala Dosa Recipe is a famous breakfast dish among theÂ  Southern part of India. In this recipe we have used a ragi idli dosa batter to make the Masala Dosa.Â Traditionally, idli boiled rice and urad dal, along with some jaggery is used to make the dosa.",Karnataka,South Indian Breakfast,Vegetarian,"
For the Dosa Batter

							 		1 cup Idli Rice							 		, (a special rice available in the indian stores for making idli and dosas)							 	

							 		1/2 cup Ragi Seeds 

							 		1 cup White Urad Dal (Whole) 

							 		1 teaspoon Methi Seeds (Fenugreek Seeds) 

Water							 		, for soaking the rice							 	
For the red Chutney

							 		1 Onion							 		, chopped							 	

							 		3 tablespoon Roasted Gram Dal (Pottukadalai) 

							 		2 Dry Red Chillies 

							 		4 cloves Garlic 

							 		1 inch Ginger							 		, chopped							 	

Salt							 		, to taste							 	
For the Potato Palya

							 		4 Potatoes (Aloo) 

							 		1 teaspoon Cumin seeds (Jeera) 

							 		1 sprig Curry leaves 

							 		1 pinch Asafoetida (hing) 

							 		1 Onion							 		, sliced							 	

							 		1 teaspoon Turmeric powder (Haldi) 

							 		4 sprig Coriander (Dhania) Leaves							 		, chopped							 	

Salt							 		, to tasteÂ 							 	
","To begin making the Mysore Masala Dosa Recipe, we will first make the Ragi (Millet) Idli Dosa Batter.Add idli rice and ragi in a big bowl together, the level of water required is an inch above the rice in the bowl. Let it soak for about 6 hours.Soak the urad dal and fenugreek in water such that all of the dal is completely immersed in water. The level of water will be 2 inches above the dal in the bowl. Let it soak for about 6 hours.First grind the urad dal into a fine smooth batter. While grinding just enough water to make it into a very very smooth batter. The batter will look fluffy.Grind the rice and millet mixture into a smooth batter, adding just the required amount of water to grind into an almost smooth batter. Adding too much water will make the mixture too watery.Â Combine the urad and rice batter, add salt to taste and set aside for at least 12 hours or overnight until the batter ferments. You will notice the batter would have risen in volume.Hence you should place the batter in a large container so it has enough room to increase in its volume.*Note on fermenting the Ragi Idli & Dosa BatterFermenting has to take place where the weather is warm. So ideally in summer, the batter ferments very well and doubles or triples its quantity.But in cold places, the batter has to be kept in an oven. If your oven has a light, then turn on the light for a few hours with the batter in the oven.Once the oven is warm, turn off the light and let the batter ferment. If your oven does not have a light, then preheat the oven to warm, turn off oven then keep the batter in the oven to ferment. This process can be mastered with experience.*To Make the Red ChutneySoak the dry red chilli in warm water for at least 20 minutes.Once done you can add all the ingredients - Onion, ginger, garlic, roasted gram dal, soaked dry red chillies and salt into a mixer and grind with little water to form a coarse paste.You can check for seasoning and adjust the salt or spice level if you want later on and set aside in a bowl.*To make the PalyaPressure cook the potatoes with 2 cups of water, sprinkle little salt and cook for atleast 4 whistle.Once done allow the pressure cooker to release naturally, and drain all the water and peel off the skin and mash the potatoes and set aside.Heat a flat skillet with oil, add mustard seeds and allow it to sizzle for few seconds. Sprinkle with hing and add curry leaves and allow it to sparkle for few seconds.Add sliced onions, ginger and garlic for few minutes and sautÃ© until the onions turn translucent.Add turmeric powder, salt and boiled potatoes and mix well until it is well combined. Check for salt and add coriander leaves at the end and stir. Add it into a bowl and keep it ready.*To make the Mysore Masala DosaThe next step is to assemble the dosa. Heat a dosa Tawa. Pour a small ladleful of dosa batter onto the Tawa and spread evenly with the back of the ladle to make a medium-sized dosa.Drizzle half a teaspoon of oil around the dosa and cook over low heat for few seconds. Spread a little red chutney all over the dosa and place some potato masala in the center of the dosa.Continue to cook the dosa over low heat till the dosa turned a little brown. Gently fold over one side and transfer the dosa to a serving plate.ServeÂ Mysore Masala Dosa Recipe along with south IndianÂ coconut chutneyÂ &Â Bangalore Restaurant Style SambarÂ to make your breakfast complete.",179,22.8691,5.1699,0.7692
Cabbage Paneer Paratha,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breads/Cabbage_Paneer_Stuffed_Paratha_Recipe-1.jpg,"Cabbage Paneer Paratha Recipe is made from whole wheat flour dough stuffed with finely chopped cabbage and freshly made paneer, spiced up with green chillies, coriander leaves and cumin powder, makes this paneer paratha healthy and delicious. The Paneer Paratha can make a meal in itself and served with a pickle and some yogurt or raita. The paratha makes a great lunch box as well, as it does not brittle and remains soft when heated in a microwave oven.",North Indian Recipes,North Indian Breakfast,Vegetarian,"
Ingredients for dough

							 		2 cups Whole Wheat Flour 

							 		1/2 teaspoon Salt 

							 		1 teaspoon Oil 
Ingredients for paneer paratha stuffing

							 		1 cup Paneer (Homemade Cottage Cheese)							 		, crumbled							 	

							 		1 teaspoon Cumin powder (Jeera)							 		, roasted and ground							 	

							 		2 Green Chillies							 		, finely chopped							 	

							 		1 Onion							 		, finely chopped							 	

							 		1 cup Cabbage (Patta Gobi/ Muttaikose)							 		, finely chopped							 	

							 		2 sprig Coriander (Dhania) Leaves							 		, finely chopped							 	

Salt							 		, to taste							 	
","To begin making the Paneer Paratha Recipe, we will first need to make the dough for the parathas. In a large bowl add in 2 cups of whole wheat flour and some salt. Use your fingers and stir in the salt into the flour.Add water a little at a time and knead to make soft, pliable dough. Knead dough for a couple of minutes until the dough is smooth and elastic. Use the fold press and knead motion to make the dough smooth.Next we will add a teaspoon of oil to coat the dough and knead little more. You want a dough that will be soft smooth and not sticky.Next we will divide the dough into 14 to 16 equal portions. Cover the dough and allow the dough to rest until you the filling is ready.While the dough is resting, lets prepare the filling for the parathas. I am going to be using homemade paneer as it makes the parathas softer, but you can use store bought paneer as well.In a large bowl; add in the homemade paneer. Use your fingers or a fork and begin to crumble the cottage cheese.Â Next add in 1 large chopped onion, finely chopped cabbage, lots of chopped coriander, the more you add the more flavor you get. Then add in the finely chopped green chillies, a large teaspoon of cumin powder, and finally some salt. Combine all the ingredients well.Divide the filling into 10 to 12 equal portions. This process of dividing and keeping the portions of dough and filling ready, helps you gauge the number of parathas you can make and if you need more or less of the filling.Take a paratha dough portion dust it in flour and flatten it on the rolling board by pressing it down. Roll the dough out into approximately 3 inch diameter circles dusting with flour in between to prevent the dough from sticking to the surface. Place this rolled dough to the side.Take another dough portion, dust it with flour again and roll into approximately 3 inch diameter circle.Now place the a portion of the filling onto the circle and spread it evenly around.Â Next, take the other rolled portion of the dough and place it over the filling.Press and fold the edges so that the filling does not come out while cooking the paratha. Once sealed press down the paneer paratha with your palms to release any air pockets. And give it a gentle roll with the pin to even it out. Proceed the same way with the remaining paratha dough and filling portions.Now we will get into the final steps of cooking a paneer paratha, preheat a skillet on medium heat and place the filled dough.Allow the parathas to cook on medium heat for about 30 to 45 seconds and flip over. Add this stage add a teaspoon of ghee or oil and spread it around the paneer paratha.Flip again, so the oiled side cooks on the skillet. Spread a little more ghee and keep pressing the paneer parathas while on the skillet to cook the paratha evenly from inside out.Do the flipping over process a couple of times until both sides get cooked, browned and crisp evenly. Make sure you cook on medium heat as it allows the parathas to get a crisp on the outside and yet soft texture.Once the paneer paratha is cooked transfer to a plate. Continue to the remaining dough portions the same way.Serve the Stuffed Paneer Paratha Recipe along with aÂ RaitaÂ andÂ Strawberry Chutney. You can pack them for your kids lunch box or take them as a travel snack. It is filling and nutritious.Â ",181,38.5992,7.4656,15.3061
Nutty Aloo Paratha,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/6-march/Nutty_Aloo_Stuffed_Palak_Paratha_Recipe-1.jpg,Nutty Aloo Paratha Recipe is a wonderful twist to the regular aloo paratha recipe and is a sure-shot crowd pleaser. This recipe includes chopped nuts and raisins along with the classic spiced aloo filling.,North Indian Recipes,North Indian Breakfast,Vegetarian,"

							 		1 cup Whole Wheat Flour 

							 		1 cup Spinach Leaves (Palak)							 		, pureed							 	

Water							 		, as required to make pliable dough							 	
For The Filling

							 		3 Potatoes (Aloo)							 		, boiled and mashed							 	

							 		1/2 cup Paneer (Homemade Cottage Cheese)							 		, crumbled/grated							 	

							 		1 tablespoon Coriander (Dhania) Leaves 

							 		1/2 teaspoon Garam masala powder 

Salt							 		, to taste							 	

							 		1/2 teaspoon Cumin powder (Jeera) 

							 		1 teaspoon Red Chilli powder							 		, or 2 chopped green chillies							 	

							 		1-1/2 tablespoon Mixed nuts							 		, chopped							 	

							 		1 tablespoon Sultana Raisins 

Ghee							 		, to smear							 	
","To begin making Nutty Aloo Paratha Recipe,first knead the dough and keep it aside.In a Mixing bowl, bring together wheat flour, water, and spinach puree (if using) to a soft pliable dough by kneading well. Few drops of ghee or oil can be added if required.",184,16.3950125,15.2268125,3.8886125
Besan Burji ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Besan_Burji_Recipe__Chickpea_Flour_Scramble_Recipe.jpg,Besan Burji Recipe is a delight for all the vegans. Usually people have notion that Bhurjis are made with egg but here we have come up with a slight variation by adding besan as the main ingredient. The Bhurji is tossed with sautéed vegetables. You can add any vegetable of your choice.,Indian,North Indian Breakfast,Vegetarian,"
For Chickpea Batter

							 		1 cup Gram flour (besan) 

							 		1 tablespoon Flax seed powder (flax meal) 

							 		2 tablespoons Curd (Dahi / Yogurt) 
For Veggies

							 		1 teaspoon Cumin seeds (Jeera) 

							 		1 Onion							 		, finely chopped							 	

							 		1 Red Bell pepper (Capsicum)							 		, finely chopped							 	

							 		1 cup Button mushrooms							 		, sliced							 	

							 		2 Green Chillies							 		, finely chopped							 	

							 		1/4 teaspoon Turmeric powder (Haldi) 

							 		1 teaspoon Red Chilli powder 

							 		1 teaspoon Cumin powder (Jeera) 

Salt							 		, to taste							 	

							 		2 sprig Coriander (Dhania) Leaves							 		, finely chopped							 	
","To begin making the Besan Burji Recipe we will make the batter and keep it ready.For the batter add gram flour, flax seed powder and curd into a large mixing bowl and keep aside.Heat a flat skillet, add oil and splutter the cumin seeds and fry the onions till it is translucent, once done add in the capsicum, mushrooms, green chilies and saute till the water from the mushrooms evaporate and the vegetables are cooked.Once the vegetables are cooked add in all the spice powders, turmeric powder, cumin powder and red chilli powder. Stir well to combine. Spread the vegetables evenly in the pan, then slowly pour in the mixed batter and cover all the vegetables.Cook on low heat for about 5 minutes. The batter gets slowly cooked at the edges. Now start mixing it slowly, making sure it does not become mushy.Keep stir frying till it becomes brown and takes in the texture of bhurji, add salt and coriander leaves at this point. Serve the Besan Burji Recipe along with a Banana Almond & Prunes Smoothie Recipe as a healthy breakfast.",194,38.23552813,10.49580938,15.47131875
Cheesy Aloo Paratha,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/6-march/Cheesy_Aloo_Stuffed_Paratha_Recipe-2.jpg,"Aloo parathas are Indian Potato Flatbread made from whole wheat flour and stuffed with a spicy mixture of onions and potatoes. These Parathas are a bit different from the usual aloo parathas. They are stuffed with a combination of potatoes, onions and cheese. You will love this twist to the routine aloo parathas.",North Indian Recipes,North Indian Breakfast,Vegetarian,"
For the dough

							 		1 cup Whole Wheat Flour 

							 		1 teaspoon Oil 

							 		1/4 teaspoon Salt 

Water							 		, required for kneading							 	
For the stuffing

							 		2 Potato (Aloo)							 		, boiled, peeled and mashed							 	

							 		1 teaspoon Oil 

							 		1 Dry Red Chilli							 		, broken and deseeded							 	

							 		1/2 teaspoon Cumin seeds (Jeera) 

Asafoetida (hing)							 		, a pinch							 	

							 		1 Green Chillies							 		, finely chopped							 	

							 		1 inch Ginger							 		, grated							 	

							 		1 Onion							 		, finely chopped							 	

							 		1/4 teaspoon Turmeric powder (Haldi) 

							 		1/2 teaspoon Coriander Powder (Dhania) 

							 		1/2 teaspoon Cumin powder (Jeera) 

							 		1/2 teaspoon Garam masala powder 

							 		1/2 teaspoon Chaat Masala Powder 

							 		1/4 cup Cheese							 		, processed and grated							 	

							 		4 sprig Coriander (Dhania) Leaves							 		, finely chopped							 	

Salt							 		, to taste							 	
","In a wide bowl, add wheat flour, salt, oil, needed water and prepare a soft and smooth dough. Cover and keep it aside for 15-20 minutes. Dough should not be too hard.The next step is to prepare the stuffing. Pressure cook potatoes for 3 whistles or until soft. Peel the skin and mash them well.Heat oil in a non-stick pan. Add dry red chili and cumin seeds.Once it splutters, add hing/asafoetida, finely chopped onions, green chillies, ginger and pinch of salt and saute until onions turn transparent. Adding salt while cooking onions, prevents it from sticking and getting burnt.Then add the mashed potatoes, turmeric powder, coriander powder, cumin powder, kitchen king masala powder/ garam masala powder, chaat masala and salt and saute for 3-4 minutes till everything gets blended well.Be careful while adding salt at this stage, as we have added a pinch of salt to onions. Plus we are using chaat masala and cheese, so the stuffing will require less salt than usual. Check the salt level and add salt accordingly.Lastly, add 1/4 cup grated cheese and finely chopped coriander leaves, mix well and leave it to cool.Before starting to make parathas, knead the dough well. If needed, use 1/2 teaspoon oil and knead till it becomes smooth and soft.Divide the dough and stuffing into equal parts and make balls out of it. This will make 4 parathas.Dust a little flour and roll out the dough into a small circle.Keep stuffing in the center, gather all the corners and seal the dough with the stuffing inside. Press it down gently to flatten it.Dust a little four and roll it again very gently, so that stuffing doesnât come out.Heat a tawa/non stick pan and place the paratha.Cook the paratha using little oil/butter/ghee till golden brown spots appears on both sides. Repeat the same steps to make more parathas.Serve Cheesy Aloo Paratha along withÂ Boondi RaitaÂ andÂ Dhaniya Pudina ChutneyÂ for a filling breakfast or serve it for weekday dinner.",200,39.99038906,7.50824375,21.54480469
